// Name and Label MUST NOT exceed 23 characters (as marked)
//ID,   Name___________________,        Type,   Price,      Sell,       Weight,     ATK,    DEF,    Range,  Mbonus, Slot,   Gender, Loc,        wLV,    eLV,    View,   {UseScript},                                                            {EquipScript}
4026,   IceCube,                        3,      200,        100,        1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4029,   GrimaceOfDementia,              3,      20,         10,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
4034,   BlackPearl,                     3,      8000,       4000,       5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4037,   WhiteBlanket,                   3,      600,        125,        50,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4038,   WhiteSaddleRug,                 3,      1000,       250,        100,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4039,   RedSaddleRug,                   3,      1200,       300,        110,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4040,   RawTalisman,                    3,      800,        200,        8,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4041,   FlightTalisman,                 3,      5000,       1200,       12,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5110,   Bloodstone,                     3,      2000,       250,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5111,   BrainStem,                      3,      180,        90,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5112,   CryptKey,                       3,      300,        150,        2,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5113,   Ectoplasm,                      3,      80,         20,         4,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
5114,   Urn,                            3,      40,         20,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5115,   VampireBatWing,                 3,      700,        20,         4,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5116,   WraithHorn,                     3,      700,        20,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5117,   AstralCube,                     3,      10000,      10,         800,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5118,   RunestoneA,                     3,      1000,       100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5119,   RunestoneL,                     3,      1000,       100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5120,   RunestoneN,                     3,      1000,       100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5121,   RunestoneT,                     3,      1000,       100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5122,   RunestoneW,                     3,      1000,       100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5123,   QuillOfBinding,                 3,      10,         10,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5124,   BloodInk,                       3,      10,         10,         4,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5125,   UnderworldKey,                  3,      10,         10,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5127,   JarofOwnBlood,                  3,      200,        100,        375,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
//ID,   Name___________________,        Type,   Price,      Sell,       Weight,     ATK,    DEF,    Range,  Mbonus, Slot,   Gender, Loc,        wLV,    eLV,    View,   {UseScript},                                                            {EquipScript}
