// Name and Label MUST NOT exceed 23 characters (as marked)
//ID,   Name___________________,        Label__________________,            Type,   Price,      Sell,       Weight,     ATK,    DEF,    Range,  Mbonus, Slot,   Gender, Loc,        wLV,    eLV,    View,   {UseScript},                                                            {EquipScript}
2255,   PinkCottonCloth,                Pink Cotton Cloth,                  3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2256,   BlackCottonCloth,               Black Cotton Cloth,                 3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2257,   OrangeCottonCloth,              Orange Cotton Cloth,                3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2258,   PurpleCottonCloth,              Purple Cotton Cloth,                3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2259,   DarkGreenCottonCloth,           Dark Green Cotton Cloth,            3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
3000,   JackOLantern,                   Jack-o-Lantern,                     3,      200,        100,        1000,       0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
3002,   RealisticBrain,                 Realistic Brain,                    3,      200,        100,        50,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
3003,   JarofBlood,                     Jar of Blood,                       3,      200,        100,        375,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
3004,   Tongue,                         Tongue,                             3,      5,          1,          5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
3011,   PumpkinSeeds,                   Pumpkin Seeds,                      3,      5,          1,          1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4000,   AngryScorpionStinger,           Angry Scorpion Stinger,             3,      50,         25,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4001,   Coal,                           Coal,                               3,      250,        100,        20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4002,   Diamond,                        Diamond,                            3,      5000,       2500,       20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
//ID,   Name___________________,        Label__________________,            Type,   Price,      Sell,       Weight,     ATK,    DEF,    Range,  Mbonus, Slot,   Gender, Loc,        wLV,    eLV,    View,   {UseScript},                                                            {EquipScript}
4003,   Ruby,                           Ruby,                               3,      5000,       2500,       20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4004,   Emerald,                        Emerald,                            3,      5000,       2500,       20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4005,   Sapphire,                       Sapphire,                           3,      5000,       2500,       20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4006,   Topaz,                          Topaz,                              3,      5000,       2500,       20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4007,   Amethyst,                       Amethyst,                           3,      5000,       2500,       20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4015,   IronIngot,                      Iron Ingot,                         3,      500,        250,        200,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4016,   BanditHood,                     Bandit Hood,                        3,      100,        50,         50,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4017,   RedPowder,                      Red Powder,                         3,      3000,       5,          10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4018,   YellowPowder,                   Yellow Powder,                      3,      3000,       5,          10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4019,   BluePowder,                     Blue Powder,                        3,      3000,       5,          10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4021,   YellowPresentBox,               Yellow Present Box,                 3,      20,         10,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
4022,   WhitePresentBox,                White Present Box,                  3,      20,         10,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
4023,   AnimalBones,                    Animal Bones,                       3,      50,         25,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4024,   FrozenYetiTear,                 Frozen Yeti Tear,                   3,      500,        250,        1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4025,   YetiClaw,                       Yeti Claw,                          3,      150,        75,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4026,   IceCube,                        Ice Cube,                           3,      200,        100,        1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4029,   GrimaceOfDementia,              Grimace of Dementia,                3,      20,         10,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
4034,   BlackPearl,                     Black Pearl,                        3,      8000,       4000,       5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4037,   WhiteBlanket,                   White Blanket,                      3,      600,        125,        50,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4038,   WhiteSaddleRug,                 White Saddle Rug,                   3,      1000,       250,        100,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4039,   RedSaddleRug,                   Red Saddle Rug,                     3,      1200,       300,        110,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4040,   RawTalisman,                    Raw Talisman,                       3,      800,        200,        8,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4041,   FlightTalisman,                 Flight Talisman,                    3,      5000,       1200,       12,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5110,   Bloodstone,                     Bloodstone,                         3,      2000,       250,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5111,   BrainStem,                      Brain Stem,                         3,      180,        90,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5112,   CryptKey,                       Crypt Key,                          3,      300,        150,        2,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5113,   Ectoplasm,                      Ectoplasm,                          3,      80,         20,         4,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
5114,   Urn,                            Urn,                                3,      40,         20,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5115,   VampireBatWing,                 Vampire Bat Wing,                   3,      700,        20,         4,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5116,   WraithHorn,                     Wraith Horn,                        3,      700,        20,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5117,   AstralCube,                     Astral Cube,                        3,      10000,      10,         800,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5118,   RunestoneA,                     Runestone A,                        3,      1000,       100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5119,   RunestoneL,                     Runestone L,                        3,      1000,       100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5120,   RunestoneN,                     Runestone N,                        3,      1000,       100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5121,   RunestoneT,                     Runestone T,                        3,      1000,       100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5122,   RunestoneW,                     Runestone W,                        3,      1000,       100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5123,   QuillOfBinding,                 Quill Of Binding,                   3,      10,         10,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5124,   BloodInk,                       Blood Ink,                          3,      10,         10,         4,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5125,   UnderworldKey,                  Underworld Key,                     3,      10,         10,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
5127,   JarofOwnBlood,                  Jar of Own Blood,                   3,      200,        100,        375,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
//ID,   Name___________________,        Label__________________,            Type,   Price,      Sell,       Weight,     ATK,    DEF,    Range,  Mbonus, Slot,   Gender, Loc,        wLV,    eLV,    View,   {UseScript},                                                            {EquipScript}
