//ID, Name,           Jname,           Jname,           LV,   HP,   SP,   EXP,  JEXP, Range1, ATK1, ATK2, DEF,  MDEF, STR,  AGI,  VIT,  INT,  DEX,  LUK,  Range2, Range3, Scale, Race, Element, Mode,    Speed, Adelay,  Amotion,  Dmotion, Item1, MEXP,   ExpPer,  MVP1id, MVP1per, MVP2id, MVP2per, Drop1id, Drop1per, Drop2id, Drop2%,   Drop3id, Drop3%,   Drop4id, Drop4%,   Drop5id, Drop5%,   Drop6id, Drop6%,   Drop7id, Drop7%,   Drop8id, Drop8%,   0,       0,        0,       0        
1030, CobaltPlant,    CobaltPlant,     CobaltPlant,     1,    1,    0,    1,    1,    1,      0,    0,    1,    0,    0,    0,    0,    0,    0,    0,    1,      1,      1,     3,    22,      0,       800,   800,     672,      480,     0,    0,      0,       0,      0,       0,      0,       681,     3000,     681,     3000,     681,     3000,     0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1031, GambogePlant,   GambogePlant,    GambogePlant,    1,    1,    0,    1,    1,    1,      0,    0,    1,    0,    0,    0,    0,    0,    0,    0,    1,      1,      1,     3,    22,      0,       800,   800,     672,      480,     0,    0,      0,       0,      0,       0,      0,       682,     3000,     682,     3000,     682,     3000,     0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1032, AlizarinPlant,  AlizarinPlant,   AlizarinPlant,   1,    1,    0,    1,    1,    1,      0,    0,    1,    0,    0,    0,    0,    0,    0,    0,    1,      1,      1,     3,    22,      0,       800,   800,     672,      480,     0,    0,      0,       0,      0,       0,      0,       683,     3000,     683,     3000,     683,     3000,     0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1037, CloverPatch,    CloverPatch,     CloverPatch,     1,    1,    0,    1,    1,    1,      0,    0,    0,    5,    0,    0,    0,    0,    0,    0,    1,      1,      1,     3,    22,      0,       800,   800,     672,      480,     0,    0,      0,       0,      0,       0,      0,       742,     5,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1038, Squirrel,       Squirrel,        Squirrel,        15,   160,  1,    27,   5,    1,      15,   25,   1,    6,    1,    3,    1,    0,    15,   40,   1,      1,      1,     3,    20,      129,     800,   800,     672,      480,     0,    0,      0,       0,      0,       0,      0,       743,     7000,     680,     1000,     681,     1000,     682,     1000,     683,     1000,     807,     800,      860,     550,      0,       0,        0,       0,        0,       0        
1056, CaveMaggot,     CaveMaggot,      CaveMaggot,      10,   100,  0,    13,   3,    1,      10,   10,   0,    5,    5,    5,    1,    0,    6,    5,    1,      1,      1,     3,    21,      133,     700,   1872,    672,      480,     0,    0,      0,       0,      0,       0,      0,       505,     800,      501,     150,      518,     400,      533,     150,      502,     70,       522,     10,       0,       0,        0,       0,        0,       0,        0,       0        
1063, Pumpkin,        Pumpkin,         Pumpkin,         1,    200,  0,    17,   1,    1,      0,    0,    0,    5,    0,    0,    0,    0,    0,    0,    1,      1,      1,     3,    22,      0,       800,   800,     672,      480,     0,    0,      0,       0,      0,       0,      0,       3000,    100,      3001,    20,       3002,    10,       3003,    15,       3011,    500,      3006,    1500,     3007,    2000,     3010,    2500,     0,       0,        0,       0        
1082, Serqet,         Serqet,          Serqet,          10,   100,  0,    12,   2,    1,      10,   15,   0,    5,    1,    1,    1,    0,    15,   5,    1,      1,      1,     3,    20,      129,     2000,  1872,    672,      480,     0,    0,      0,       0,      0,       0,      0,       0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1092, SlimeBlast,     SlimeBlast,      SlimeBlast,      10,   100,  0,    15,   8,    1,      10,   10,   10,   10,   10,   10,   10,   10,   10,   10,   1,      1,      1,     0,    61,      175,     250,   1872,    672,      480,     0,    0,      0,       0,      0,       0,      0,       0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1095, WhiteBell,      WhiteBell,       WhiteBell,       10,   100,  0,    18,   40,   2,      70,   75,   0,    5,    16,   12,   20,   20,   20,   50,   2,      2,      1,     3,    22,      128,     800,   800,     672,      480,     0,    0,      0,       0,      0,       0,      0,       535,     100,      540,     10,       1199,    100,      526,     400,      861,     5000,     0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1105, ViciousSquirrel, ViciousSquirrel, ViciousSquirrel, 15,   140,  1,    24,   7,    1,      20,   25,   1,    6,    3,    3,    1,    0,    15,   40,   1,      1,      1,     3,    20,      133,     800,   800,     672,      480,     0,    0,      0,       0,      0,       0,      0,       704,     7000,     680,     1000,     681,     1000,     682,     1000,     683,     1000,     807,     800,      4005,    50,       0,       0,        0,       0,        0,       0        
//ID, Name,           Jname,           Jname,           LV,   HP,   SP,   EXP,  JEXP, Range1, ATK1, ATK2, DEF,  MDEF, STR,  AGI,  VIT,  INT,  DEX,  LUK,  Range2, Range3, Scale, Race, Element, Mode,    Speed, Adelay,  Amotion,  Dmotion, Item1, MEXP,   ExpPer,  MVP1id, MVP1per, MVP2id, MVP2per, Drop1id, Drop1per, Drop2id, Drop2%,   Drop3id, Drop3%,   Drop4id, Drop4%,   Drop5id, Drop5%,   Drop6id, Drop6%,   Drop7id, Drop7%,   Drop8id, Drop8%,   0,       0,        0,       0        
1009, BlackScorpion,  BlackScorpion,   BlackScorpion,   100,  600,  0,    130,  37,   1,      60,   100,  4,    6,    16,   30,   10,   10,   35,   10,   1,      1,      1,     0,    20,      133,     1000,  1500,    672,      480,     0,    0,      0,       0,      0,       0,      0,       523,     150,      509,     100,      518,     800,      709,     800,      0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1010, Snake,          Snake,           Snake,           115,  850,  0,    184,  56,   1,      75,   90,   4,    6,    20,   11,   10,   10,   35,   10,   1,      1,      1,     0,    20,      133,     900,   1300,    672,      480,     0,    0,      0,       0,      0,       0,      0,       641,     150,      0,       0,        714,     400,      714,     400,      710,     500,      0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1012, Spider,         Spider,          Spider,          125,  800,  0,    175,  115,  1,      70,   85,   4,    6,    14,   13,   10,   10,   35,   10,   1,      1,      1,     0,    25,      175,     1000,  1500,    672,      480,     0,    0,      0,       0,      0,       0,      0,       537,     500,      535,     100,      638,     20,       526,     200,      0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1013, EvilMushroom,   EvilMushroom,    EvilMushroom,    110,  650,  0,    138,  35,   1,      65,   80,   4,    6,    16,   12,   10,   10,   35,   10,   1,      1,      1,     3,    22,      137,     800,   1800,    672,      480,     0,    0,      0,       0,      0,       0,      0,       535,     500,      540,     10,       534,     100,      566,     1000,     0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1014, PinkFlower,     PinkFlower,      PinkFlower,      115,  700,  0,    163,  40,   2,      70,   75,   0,    5,    16,   12,   20,   20,   20,   50,   2,      2,      1,     3,    22,      128,     800,   800,     672,      480,     0,    0,      0,       0,      0,       0,      0,       535,     100,      540,     10,       1199,    100,      526,     400,      565,     1000,     565,     1000,     0,       0,        0,       0,        0,       0,        0,       0        
1015, SantaSlime,     SantaSlime,      SantaSlime,      120,  750,  0,    166,  58,   1,      75,   80,   2,    7,    1,    20,   1,    0,    30,   30,   1,      1,      1,     0,    21,      161,     1500,  1872,    672,      480,     0,    0,      0,       0,      0,       0,      0,       512,     800,      513,     700,      514,     600,      519,     500,      527,     400,      538,     500,      0,       0,        0,       0,        0,       0,        0,       0        
1022, JackO,          JackO,           JackO,           250,  10000, 0,    6119, 1241, 2,      100,  500,  40,   20,   35,   40,   25,   25,   35,   50,   1,      1,      1,     0,    20,      133,     250,   1500,    672,      480,     0,    0,      0,       0,      0,       0,      0,       617,     300,      622,     400,      624,     400,      620,     400,      615,     300,      1203,    400,      1198,    10000,    616,     600,      0,       0,        0,       0        
1023, FireSkull,      FireSkull,       FireSkull,       180,  5000, 0,    2304, 721,  2,      75,   175,  35,   15,   30,   30,   20,   20,   25,   60,   1,      1,      1,     3,    23,      175,     600,   1600,    672,      480,     0,    0,      0,       0,      0,       0,      0,       631,     1000,     701,     5000,     0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1024, PoisonSkull,    PoisonSkull,     PoisonSkull,     180,  5000, 0,    2304, 721,  2,      75,   175,  35,   15,   30,   30,   20,   20,   25,   60,   1,      1,      1,     3,    25,      175,     600,   1600,    672,      480,     0,    0,      0,       0,      0,       0,      0,       631,     1000,     0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1026, MountainSnake,  MountainSnake,   MountainSnake,   130,  900,  0,    230,  63,   1,      80,   125,  4,    6,    20,   40,   10,   10,   35,   45,   1,      1,      1,     0,    20,      133,     1000,  1500,    672,      480,     0,    0,      0,       0,      0,       0,      0,       532,     20,       641,     350,      715,     400,      715,     400,      711,     500,      0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1034, GrassSnake,     GrassSnake,      GrassSnake,      140,  1000, 0,    265,  103,  1,      80,   120,  2,    10,   20,   40,   10,   10,   40,   50,   1,      1,      1,     0,    20,      133,     500,   1100,    672,      480,     0,    0,      0,       0,      0,       0,      0,       716,     400,      716,     400,      712,     500,      676,     500,      660,     1600,     641,     500,      0,       0,        0,       0,        0,       0,        0,       0        
1036, Zombie,         Zombie,          Zombie,          110,  12000, 0,    4192, 1393, 2,      275,  355,  20,   15,   30,   15,   30,   3,    60,   40,   1,      1,      1,     0,    29,      133,     480,   1872,    672,      900,     0,    0,      0,       0,      0,       0,      0,       631,     1000,     777,     700,      778,     500,      779,     200,      780,     150,      1198,    500,      0,       0,        0,       0,        0,       0,        0,       0        
1042, Spectre,        Spectre,         Spectre,         140,  6500, 0,    3978, 359,  3,      160,  220,  40,   0,    35,   70,   22,   15,   20,   70,   1,      1,      1,     0,    49,      137,     650,   1700,    800,      500,     0,    0,      0,       0,      0,       0,      0,       773,     1000,     703,     150,      703,     120,      0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1045, Fallen,         Fallen,          Fallen,          120,  10000, 0,    7812, 1663, 2,      180,  430,  5,    20,   40,   3,    25,   5,    80,   45,   1,      1,      1,     0,    49,      133,     300,   1200,    672,      300,     1198, 0,      0,       0,      0,       0,      0,       775,     210,      775,     210,      776,     300,      631,     1000,     636,     3,        658,     2,        532,     35,       778,     500,      0,       0,        0,       0        
1062, Terranite,      Terranite,       Terranite,       110,  6000, 0,    2484, 889,  1,      200,  300,  20,   40,   60,   40,   40,   30,   60,   40,   1,      1,      1,     0,    29,      133,     400,   872,     672,      900,     0,    0,      0,       0,      0,       0,      0,       4001,    600,      4004,    20,       4005,    20,       4007,    20,       763,     500,      640,     500,      0,       0,        0,       0,        0,       0,        0,       0        
1068, Reaper,         Reaper,          Reaper,          140,  40000, 0,    23960, 156,  7,      200,  350,  30,   80,   100,  120,  70,   120,  100,  75,   1,      50,     1,     1,    89,      165,     500,   1200,    800,      300,     0,    0,      0,       0,      0,       0,      0,       777,     1000,     775,     500,      776,     100,      1221,    10,       0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1071, IceElement,     IceElement,      IceElement,      100,  5000, 0,    1508, 689,  3,      60,   200,  5,    20,   15,   25,   40,   15,   45,   30,   1,      1,      1,     0,    41,      135,     330,   740,     672,      400,     0,    0,      0,       0,      0,       0,      0,       4026,    900,      537,     750,      568,     400,      543,     900,      544,     250,      0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1072, Yeti,           Yeti,            Yeti,            100,  8500, 0,    4716, 726,  2,      100,  400,  60,   15,   60,   5,    45,   15,   60,   32,   1,      1,      1,     0,    61,      135,     220,   1200,    672,      900,     0,    0,      0,       0,      0,       0,      0,       4023,    700,      4024,    300,      4025,    400,      4027,    142,      4021,    800,      4022,    700,      0,       0,        0,       0,        0,       0,        0,       0        
1075, Stalker,        Stalker,         Stalker,         120,  20000, 0,    8136, 4000, 2,      220,  500,  23,   30,   35,   15,   3,    50,   50,   50,   2,      2,      1,     1,    29,      175,     340,   1800,    672,      950,     0,    0,      0,       0,      0,       0,      0,       775,     75,       775,     115,      776,     135,      631,     40,       778,     500,      1198,    500,      0,       0,        0,       0,        0,       0,        0,       0        
1085, IceSkull,       IceSkull,        IceSkull,        180,  7000, 0,    3056, 757,  2,      75,   400,  40,   15,   30,   30,   20,   20,   25,   34,   1,      1,      1,     3,    21,      141,     600,   1600,    672,      480,     0,    0,      0,       0,      0,       0,      0,       4026,    5000,     862,     800,      0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1096, SoulSnake,      SoulSnake,       SoulSnake,       115,  850,  0,    184,  56,   1,      75,   90,   4,    6,    20,   11,   10,   10,   35,   10,   1,      1,      1,     0,    20,      137,     900,   1300,    672,      480,     0,    0,      0,       0,      0,       0,      0,       0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1102, Luvia,          Luvia,           Luvia,           127,  48044, 60,   122817, 12172, 5,      339,  364,  50,   92,   1,    29,   55,   255,  255,  255,  31,     30,     1,     0,    69,      181,     220,   1200,    672,      50,      0,    0,      0,       0,      0,       0,      0,       0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1106, WickedMushroom, WickedMushroom,  WickedMushroom,  110,  550,  0,    117,  30,   1,      70,   80,   4,    4,    16,   12,   10,   10,   35,   10,   1,      1,      1,     3,    22,      133,     800,   1800,    672,      480,     0,    0,      0,       0,      0,       0,      0,       613,     600,      4007,    50,       567,     100,      566,     1000,     0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1114, Nutcracker,     Nutcracker,      Nutcracker,      110,  6000, 0,    2235, 769,  1,      81,   281,  20,   42,   40,   20,   10,   5,    60,   40,   1,      1,      1,     0,    29,      133,     400,   872,     672,      900,     0,    0,      0,       0,      0,       0,      0,       569,     1000,     660,     750,      539,     750,      503,     250,      640,     200,      4004,    200,      4001,    600,      0,       0,        0,       0,        0,       0        
1119, Thug,           Thug,            Thug,            180,  5000, 0,    2187, 999,  1,      125,  250,  30,   6,    0,    10,   50,   0,    40,   60,   1,      10,     1,     0,    20,      175,     500,   1200,    672,      480,     0,    0,      0,       0,      0,       0,      0,       539,     1000,     657,     1000,     701,     500,      703,     250,      700,     250,      0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1120, Swashbuckler,   Swashbuckler,    Swashbuckler,    180,  5000, 0,    2310, 999,  1,      75,   250,  23,   27,   10,   20,   30,   20,   80,   60,   1,      10,     1,     0,    20,      175,     400,   800,     672,      480,     0,    0,      0,       0,      0,       0,      0,       539,     1000,     657,     1000,     701,     500,      703,     250,      700,     250,      0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1121, Grenadier,      Grenadier,       Grenadier,       180,  6000, 0,    1346, 999,  6,      100,  200,  8,    60,   2,    10,   40,   50,   80,   60,   1,      10,     1,     0,    20,      175,     500,   2000,    672,      480,     0,    0,      0,       0,      0,       0,      0,       539,     1000,     657,     1000,     701,     500,      704,     250,      700,     250,      0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1122, DreadPirateMarley, DreadPirateMarley, DreadPirateMarley, 180,  10000, 0,    7518, 20000, 4,      175,  250,  38,   32,   10,   20,   40,   20,   90,   80,   1,      30,     1,     0,    20,      175,     400,   700,     672,      480,     0,    0,      0,       0,      0,       0,      0,       0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1123, DreadPirateMarleyClone, DreadPirateMarleyClone, DreadPirateMarleyClone, 150,  2000, 0,    709,  0,    4,      175,  250,  18,   22,   10,   40,   30,   20,   80,   40,   1,      30,     1,     0,    20,      175,     500,   1200,    672,      480,     0,    0,      0,       0,      0,       0,      0,       0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1126, PsiBrain,       PsiBrain,        PsiBrain,        100,  10000, 0,    3952, 4000, 2,      220,  500,  23,   30,   35,   15,   3,    50,   50,   50,   2,      2,      1,     1,    29,      175,     340,   1800,    672,      950,     0,    0,      0,       0,      0,       0,      0,       775,     75,       775,     115,      776,     135,      631,     40,       5111,    700,      0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1127, GeneralKrukan,  GeneralKrukan,   GeneralKrukan,   140,  40000, 0,    12932, 1663, 2,      180,  430,  5,    20,   40,   3,    25,   5,    80,   45,   1,      1,      1,     0,    49,      133,     300,   1200,    672,      300,     778,  1198,   500,     0,      0,       0,      0,       775,     1000,     776,     1000,     631,     1000,     5128,    2,        636,     6,        637,     25,       638,     50,       639,     8,        0,       0,        0,       0        
1128, GeneralRazha,   GeneralRazha,    GeneralRazha,    140,  40000, 0,    12932, 1663, 2,      180,  430,  5,    20,   40,   3,    25,   5,    80,   45,   1,      1,      1,     0,    49,      133,     300,   1200,    672,      300,     1198, 0,      0,       0,      0,       0,      0,       775,     210,      775,     210,      776,     300,      631,     1000,     636,     3,        658,     2,        532,     35,       778,     500,      0,       0,        0,       0        
1129, GeneralTerogan, GeneralTerogan,  GeneralTerogan,  140,  40000, 0,    12932, 1663, 2,      180,  430,  5,    20,   40,   3,    25,   5,    80,   45,   1,      1,      1,     0,    49,      133,     300,   1200,    672,      300,     1198, 0,      0,       0,      0,       0,      0,       775,     210,      775,     210,      776,     300,      631,     1000,     636,     3,        658,     2,        532,     35,       778,     500,      0,       0,        0,       0        
1130, Moonshroom,     Moonshroom,      Moonshroom,      110,  550,  0,    120,  35,   4,      70,   80,   4,    4,    16,   12,   10,   10,   35,   10,   1,      1,      1,     3,    22,      133,     800,   1800,    672,      480,     0,    0,      0,       0,      0,       0,      0,       566,     500,      518,     500,      730,     300,      540,     100,      703,     100,      0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1132, LavaSlime,      LavaSlime,       LavaSlime,       135,  4144, 0,    6000, 1111, 2,      105,  260,  75,   80,   30,   15,   35,   10,   70,   250,  1,      1,      1,     0,    43,      135,     900,   1300,    672,      100,     0,    0,      0,       0,      0,       0,      0,       904,     10000,    703,     2500,     640,     1000,     701,     1000,     4001,    1000,     825,     500,      0,       0,        0,       0,        0,       0,        0,       0        
//ID, Name,           Jname,           Jname,           LV,   HP,   SP,   EXP,  JEXP, Range1, ATK1, ATK2, DEF,  MDEF, STR,  AGI,  VIT,  INT,  DEX,  LUK,  Range2, Range3, Scale, Race, Element, Mode,    Speed, Adelay,  Amotion,  Dmotion, Item1, MEXP,   ExpPer,  MVP1id, MVP1per, MVP2id, MVP2per, Drop1id, Drop1per, Drop2id, Drop2%,   Drop3id, Drop3%,   Drop4id, Drop4%,   Drop5id, Drop5%,   Drop6id, Drop6%,   Drop7id, Drop7%,   Drop8id, Drop8%,   0,       0,        0,       0        
1005, GreenSlime,     GreenSlime,      GreenSlime,      40,   800,  0,    185,  96,   1,      80,   120,  20,   30,   20,   30,   10,   10,   30,   30,   1,      1,      1,     0,    21,      175,     1200,  1872,    672,      480,     0,    0,      0,       0,      0,       0,      0,       502,     200,      4004,    20,       501,     100,      521,     250,      522,     200,      526,     500,      503,     500,      719,     750,      0,       0,        0,       0        
1016, RudolphSlime,   RudolphSlime,    RudolphSlime,    50,   350,  0,    67,   8,    1,      30,   35,   10,   7,    1,    20,   1,    0,    30,   30,   1,      1,      1,     0,    21,      131,     1000,  1872,    672,      480,     0,    0,      0,       0,      0,       0,      0,       504,     800,      506,     500,      508,     200,      509,     300,      510,     600,      515,     800,      516,     500,      0,       400,      0,       0,        0,       0        
1065, BanditLord,     BanditLord,      BanditLord,      40,   2000, 0,    407,  103,  5,      50,   50,   15,   15,   15,   15,   15,   15,   15,   15,   1,      1,      1,     0,    29,      135,     400,   1500,    672,      900,     0,    0,      0,       0,      0,       0,      0,       0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1080, BlueSpark,      BlueSpark,       BlueSpark,       40,   10000, 0,    2431, 392,  2,      40,   40,   20,   40,   30,   30,   30,   30,   30,   30,   1,      1,      1,     0,    20,      129,     190,   1500,    800,      800,     0,    0,      0,       0,      0,       0,      0,       0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1081, RedSpark,       RedSpark,        RedSpark,        40,   10000, 0,    2431, 392,  2,      40,   40,   20,   40,   30,   30,   30,   30,   30,   30,   1,      1,      1,     0,    20,      129,     190,   1500,    800,      800,     0,    0,      0,       0,      0,       0,      0,       0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1086, FeyElement,     FeyElement,      FeyElement,      50,   5000, 0,    12500, 901,  5,      50,   125,  25,   50,   20,   70,   10,   20,   80,   1,    1,      1,      1,     0,    84,      165,     330,   740,     672,      400,     0,    0,      0,       0,      0,       0,      0,       834,     5000,     680,     1000,     680,     1000,     681,     1000,     681,     1000,     682,     1000,     682,     1000,     683,     1000,     0,       0,        0,       0        
1088, Hyvern,         Hyvern,          Hyvern,          40,   2250, 0,    572,  346,  1,      50,   125,  0,    10,   10,   45,   5,    0,    35,   35,   1,      1,      1,     0,    85,      133,     250,   800,     672,      480,     0,    0,      0,       0,      0,       0,      0,       835,     2000,     518,     1000,     657,     600,      529,     3000,     0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1090, Wolvern,        Wolvern,         Wolvern,         40,   900,  0,    185,  86,   1,      50,   80,   5,    5,    15,   10,   5,    0,    20,   10,   1,      1,      1,     3,    20,      133,     425,   770,     500,      200,     0,    0,      0,       0,      0,       0,      0,       858,     1000,     859,     400,      4023,    200,      676,     1300,     0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1091, BlueSlime,      BlueSlime,       BlueSlime,       40,   2000, 0,    511,  77,   1,      100,  150,  20,   40,   40,   30,   50,   10,   50,   40,   1,      1,      1,     0,    61,      131,     1200,  1872,    672,      480,     0,    0,      0,       0,      0,       0,      0,       4026,    200,      4005,    20,       501,     500,      862,     700,      863,     100,      864,     500,      0,       0,        0,       0,        0,       0,        0,       0        
1098, CopperSlime,    CopperSlime,     CopperSlime,     40,   600,  0,    134,  18,   1,      60,   90,   20,   30,   20,   30,   10,   10,   30,   30,   1,      1,      1,     0,    21,      131,     1200,  1872,    672,      480,     0,    0,      0,       0,      0,       0,      0,       640,     1500,     537,     1000,     4001,    300,      0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0,        0,       0        
1111, CandiedSlime,   CandiedSlime,    CandiedSlime,    50,   800,  0,    800,  66,   3,      50,   50,   20,   30,   20,   30,   10,   10,   30,   30,   1,      1,      1,     0,    21,      175,     1200,  1872,    672,      480,     0,    0,      0,       0,      0,       0,      0,       510,     1000,     509,     1000,     515,     200,      516,     200,      538,     200,      512,     200,      508,     500,      514,     750,      0,       0,        0,       0        
1112, Santaboo,       Santaboo,        Santaboo,        50,   2200, 0,    734,  59,   2,      80,   125,  50,   10,   25,   10,   25,   0,    60,   30,   2,      2,      1,     3,    20,      129,     600,   1872,    672,      480,     0,    0,      0,       0,      0,       0,      0,       512,     1000,     736,     1200,     737,     1200,     738,     1200,     739,     1200,     511,     50,       4042,    10,       0,       0,        0,       0,        0,       0        
